indice_relatorio_analise_de_capacidades;index_codigo_unidade;index_datas;Relatórios de Analise de Capacidade
[G1] Entrada de Estoque = MAX[0, F1 - E1];API;2022-02;3497.0262158611586
[G1] Entrada de Estoque = MAX[0, F1 - E1];API;2022-03;3671.6105762247316
[G1] Entrada de Estoque = MAX[0, F1 - E1];API;2022-04;3855.3302153762634
[G1] Entrada de Estoque = MAX[0, F1 - E1];API;2022-05;4048.678450671796
[G1] Entrada de Estoque = MAX[0, F1 - E1];API;2022-06;4252.175789526926
[G1] Entrada de Estoque = MAX[0, F1 - E1];API;2022-07;4466.371448429694
[G1] Entrada de Estoque = MAX[0, F1 - E1];API;2022-08;4691.844957640045
[G1] Entrada de Estoque = MAX[0, F1 - E1];API;2022-09;4929.207856449648
[G1] Entrada de Estoque = MAX[0, F1 - E1];API;2022-10;5179.105484151267
[G1] Entrada de Estoque = MAX[0, F1 - E1];API;2022-11;5442.218872163343
[G1] Entrada de Estoque = MAX[0, F1 - E1];API;2022-12;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];API;2023-01;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];API;2023-02;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];API;2023-03;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];API;2023-04;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];API;2023-05;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2021-06;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2021-07;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2021-08;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2021-09;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2021-10;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2021-11;572.8343797382149
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2021-12;3519.8081063298596
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2022-01;24606.34160298467
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2022-02;1793.465306287646
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2022-03;1884.843109805559
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2022-04;1981.0790615845399
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2022-05;2082.4389976045786
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2022-06;2189.2035874736757
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2022-07;2301.6691739673406
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2022-08;2420.148660640203
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2022-09;2544.972450294299
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2022-10;2676.4894372487543
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2022-11;2815.068056530181
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2022-12;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2023-01;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2023-02;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2023-03;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2023-04;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];BDQ;2023-05;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2021-06;12668.363822816496
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2021-07;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2021-08;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2021-09;282.28051260316715
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2021-10;338.60430715552866
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2021-11;1349.0072538417699
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2021-12;5971.788428592925
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2022-01;39885.469726802774
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2022-02;4759.519606408663
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2022-03;5115.191466743781
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2022-04;5497.471605657338
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2022-05;5908.35212481374
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2022-06;6349.9743512708665
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2022-07;6824.640020241335
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2022-08;7334.823296111936
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2022-09;7883.183694604304
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2022-10;8472.57997360859
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2022-11;9106.085065359614
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2022-12;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2023-01;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2023-02;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2023-03;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2023-04;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAF;2023-05;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2021-06;10288.504816394976
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2021-07;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2021-08;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2021-09;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2021-10;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2021-11;852.9162814851115
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2021-12;4957.880259195372
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2022-01;34436.77496555741
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2022-02;2698.9636525807364
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2022-03;2837.041937994414
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2022-04;2982.4870151180585
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2022-05;3135.703302814698
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2022-06;3297.1178621632134
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2022-07;3467.181682786526
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2022-08;3646.3710431659856
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2022-09;3835.1889492500777
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2022-10;4034.166655917419
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2022-11;4243.865276122437
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2022-12;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2023-01;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2023-02;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2023-03;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2023-04;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAJ;2023-05;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2021-06;808.7973094716549
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2021-07;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2021-08;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2021-09;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2021-10;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2021-11;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2021-12;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2022-01;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2022-02;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2022-03;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2022-04;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2022-05;511.91829701143433
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2022-06;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2022-07;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2022-08;57.79541189011434
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2022-09;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2022-10;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2022-11;728.6646944037348
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2022-12;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2023-01;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2023-02;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2023-03;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2023-04;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CAN;2023-05;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2021-06;11825.27298478812
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2021-07;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2021-08;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2021-09;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2021-10;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2021-11;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2021-12;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2022-01;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2022-02;2027.5090587087907
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2022-03;2134.134798599356
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2022-04;2246.544089753872
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2022-05;2365.0557695124444
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2022-06;2490.006403764797
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2022-07;2621.7512773410053
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2022-08;2760.665439875891
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2022-09;2907.1448102614086
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2022-10;3061.6073429729513
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2022-11;3224.4942597417103
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2022-12;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2023-01;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2023-02;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2023-03;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2023-04;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];CEZ;2023-05;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2021-06;15123.143251239417
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2021-07;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2021-08;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2021-09;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2021-10;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2021-11;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2021-12;8260.674394193484
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2022-01;58199.92780927774
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2022-02;3784.868555261841
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2022-03;3948.431141788562
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2022-04;4119.6318438162125
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2022-05;4298.850707493242
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2022-06;4486.487576414729
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2022-07;4682.963154659621
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2022-08;4888.720127997338
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2022-09;5104.224346484931
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2022-10;5329.966071854287
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2022-11;5566.461293276108
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2022-12;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2023-01;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2023-02;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2023-03;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2023-04;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];IJA;2023-05;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2021-06;7491.488876458647
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2021-07;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2021-08;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2021-09;1093.7280262698077
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2021-10;1173.360269794237
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2021-11;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2021-12;358.40364321261586
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2022-01;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2022-02;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2022-03;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2022-04;1492.38082658442
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2022-05;1601.623832193105
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2022-06;1718.9421119002654
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2022-07;1844.9356160197858
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2022-08;1980.2490001992046
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2022-09;2125.5749630215723
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2022-10;2281.657833107689
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2022-11;2449.297424400902
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2022-12;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2023-01;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2023-02;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2023-03;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2023-04;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];SMC;2023-05;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2021-06;12319.977673916343
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2021-07;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2021-08;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2021-09;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2021-10;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2021-11;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2021-12;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2022-01;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2022-02;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2022-03;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2022-04;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2022-05;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2022-06;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2022-07;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2022-08;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2022-09;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2022-10;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2022-11;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2022-12;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2023-01;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2023-02;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2023-03;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2023-04;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];NSR;2023-05;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2021-06;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2021-07;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2021-08;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2021-09;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2021-10;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2021-11;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2021-12;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2022-01;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2022-02;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2022-03;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2022-04;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2022-05;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2022-06;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2022-07;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2022-08;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2022-09;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2022-10;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2022-11;0.0
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2022-12;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2023-01;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2023-02;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2023-03;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2023-04;-
[G1] Entrada de Estoque = MAX[0, F1 - E1];SPA;2023-05;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2021-06;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2021-07;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2021-08;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2021-09;-4592.836691961078
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2021-10;-41266.07059117744
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2021-11;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2021-12;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2022-01;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2022-02;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2022-03;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2022-04;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2022-05;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2022-06;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2022-07;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2022-08;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2022-09;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2022-10;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2022-11;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2022-12;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2023-01;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2023-02;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2023-03;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2023-04;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];API;2023-05;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2021-06;-4871.077711041031
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2021-07;-3368.502762651482
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2021-08;-1976.2131530248098
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2021-09;-137.61135079353517
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2021-10;-97.81213816271156
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2021-11;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2021-12;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2022-01;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2022-02;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2022-03;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2022-04;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2022-05;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2022-06;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2022-07;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2022-08;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2022-09;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2022-10;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2022-11;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2022-12;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2023-01;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2023-02;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2023-03;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2023-04;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];BDQ;2023-05;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2021-06;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2021-07;-3955.9608866520775
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2021-08;-7649.246124300191
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2021-09;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2021-10;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2021-11;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2021-12;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2022-01;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2022-02;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2022-03;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2022-04;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2022-05;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2022-06;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2022-07;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2022-08;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2022-09;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2022-10;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2022-11;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2022-12;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2023-01;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2023-02;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2023-03;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2023-04;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAF;2023-05;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2021-06;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2021-07;-4515.757662629647
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2021-08;-340.6400544092703
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2021-09;-125.42179581677738
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2021-10;-74.01853510855653
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2021-11;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2021-12;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2022-01;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2022-02;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2022-03;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2022-04;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2022-05;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2022-06;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2022-07;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2022-08;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2022-09;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2022-10;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2022-11;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2022-12;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2023-01;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2023-02;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2023-03;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2023-04;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAJ;2023-05;-
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAN;2021-06;0.0
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAN;2021-07;-16625.163928036774
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAN;2021-08;-21549.735083802312
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAN;2021-09;-24193.540258735156
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAN;2021-10;-25624.113454195962
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAN;2021-11;-28015.20301350021
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAN;2021-12;-19455.25268459431
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAN;2022-01;-17972.03896517053
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAN;2022-02;-23163.370043766372
[H1] Saída de Estoque =  MIN[0, F1 - E1];CAN;2022-03;-20621.967613281733
